junction,timestamp,avg_speed,vehicle_count
Ngong Road - Adams Arcade,1/3/2025 4:00,48,72
Jogoo Road - City Stadium,1/3/2025 4:00,47,87
Thika Road - Muthaiga,1/3/2025 4:15,60,98
Uhuru Highway - Haile Selassie,1/3/2025 4:15,54,103
Waiyaki Way - Westlands,1/3/2025 4:15,47,98
Ngong Road - Adams Arcade,1/3/2025 4:15,57,81
Jogoo Road - City Stadium,1/3/2025 4:15,45,103
Thika Road - Muthaiga,1/3/2025 4:30,57,100
Uhuru Highway - Haile Selassie,1/3/2025 4:30,57,127
Waiyaki Way - Westlands,1/3/2025 4:30,53,98
Ngong Road - Adams Arcade,1/3/2025 4:30,35,61
Jogoo Road - City Stadium,1/3/2025 4:30,49,77
Thika Road - Muthaiga,1/3/2025 4:45,77,115
Uhuru Highway - Haile Selassie,1/3/2025 4:45,59,119
Waiyaki Way - Westlands,1/3/2025 4:45,45,72
Ngong Road - Adams Arcade,1/3/2025 4:45,40,73
Jogoo Road - City Stadium,1/3/2025 4:45,44,92
Thika Road - Muthaiga,1/3/2025 5:00,65,60
Uhuru Highway - Haile Selassie,1/3/2025 5:00,56,93
Waiyaki Way - Westlands,1/3/2025 5:00,42,131
Ngong Road - Adams Arcade,1/3/2025 5:00,42,47
Jogoo Road - City Stadium,1/3/2025 5:00,63,111
Thika Road - Muthaiga,1/3/2025 5:15,63,71
Uhuru Highway - Haile Selassie,1/3/2025 5:15,54,103
Waiyaki Way - Westlands,1/3/2025 5:15,37,139
Ngong Road - Adams Arcade,1/3/2025 5:15,48,88
Jogoo Road - City Stadium,1/3/2025 5:15,48,111
Thika Road - Muthaiga,1/3/2025 5:30,56,94
Uhuru Highway - Haile Selassie,1/3/2025 5:30,52,114
Waiyaki Way - Westlands,1/3/2025 5:30,47,109
Ngong Road - Adams Arcade,1/3/2025 5:30,44,90
Jogoo Road - City Stadium,1/3/2025 5:30,47,111
Thika Road - Muthaiga,1/3/2025 5:45,70,63
Uhuru Highway - Haile Selassie,1/3/2025 5:45,49,96
Waiyaki Way - Westlands,1/3/2025 5:45,60,91
Ngong Road - Adams Arcade,1/3/2025 5:45,70,52
Jogoo Road - City Stadium,1/3/2025 5:45,49,110
Thika Road - Muthaiga,1/3/2025 6:00,62,89
Uhuru Highway - Haile Selassie,1/3/2025 6:00,60,117
Waiyaki Way - Westlands,1/3/2025 6:00,50,108
Ngong Road - Adams Arcade,1/3/2025 6:00,43,82
Jogoo Road - City Stadium,1/3/2025 6:00,57,92
Thika Road - Muthaiga,1/3/2025 6:15,36,98
Uhuru Highway - Haile Selassie,1/3/2025 6:15,56,119
Waiyaki Way - Westlands,1/3/2025 6:15,46,99
Ngong Road - Adams Arcade,1/3/2025 6:15,52,101
Jogoo Road - City Stadium,1/3/2025 6:15,51,83
Thika Road - Muthaiga,1/3/2025 6:30,48,75
Uhuru Highway - Haile Selassie,1/3/2025 6:30,61,100
Waiyaki Way - Westlands,1/3/2025 6:30,54,114
Ngong Road - Adams Arcade,1/3/2025 6:30,49,95
Jogoo Road - City Stadium,1/3/2025 6:30,51,85
Thika Road - Muthaiga,1/3/2025 6:45,66,102
Uhuru Highway - Haile Selassie,1/3/2025 6:45,60,127
Waiyaki Way - Westlands,1/3/2025 6:45,58,105
Ngong Road - Adams Arcade,1/3/2025 6:45,37,84
Jogoo Road - City Stadium,1/3/2025 6:45,42,92
Thika Road - Muthaiga,1/3/2025 7:00,36,133
Uhuru Highway - Haile Selassie,1/3/2025 7:00,31,164
Waiyaki Way - Westlands,1/3/2025 7:00,32,131
Ngong Road - Adams Arcade,1/3/2025 7:00,21,136
Jogoo Road - City Stadium,1/3/2025 7:00,37,161
Thika Road - Muthaiga,1/3/2025 7:15,31,119
Uhuru Highway - Haile Selassie,1/3/2025 7:15,26,164
Waiyaki Way - Westlands,1/3/2025 7:15,29,172
Ngong Road - Adams Arcade,1/3/2025 7:15,12,132
Jogoo Road - City Stadium,1/3/2025 7:15,20,161
Thika Road - Muthaiga,1/3/2025 7:30,39,144
Uhuru Highway - Haile Selassie,1/3/2025 7:30,23,196
Waiyaki Way - Westlands,1/3/2025 7:30,32,114
Ngong Road - Adams Arcade,1/3/2025 7:30,38,163
Jogoo Road - City Stadium,1/3/2025 7:30,26,155
Thika Road - Muthaiga,1/3/2025 7:45,29,156
Uhuru Highway - Haile Selassie,1/3/2025 7:45,38,183
Waiyaki Way - Westlands,1/3/2025 7:45,53,175
Ngong Road - Adams Arcade,1/3/2025 7:45,24,141
Jogoo Road - City Stadium,1/3/2025 7:45,15,151
Thika Road - Muthaiga,1/3/2025 8:00,34,133
Uhuru Highway - Haile Selassie,1/3/2025 8:00,35,168
Waiyaki Way - Westlands,1/3/2025 8:00,40,147
Ngong Road - Adams Arcade,1/3/2025 8:00,28,136
Jogoo Road - City Stadium,1/3/2025 8:00,31,147
Thika Road - Muthaiga,1/3/2025 8:15,30,156
Uhuru Highway - Haile Selassie,1/3/2025 8:15,31,166
Waiyaki Way - Westlands,1/3/2025 8:15,24,139
Ngong Road - Adams Arcade,1/3/2025 8:15,35,128
Jogoo Road - City Stadium,1/3/2025 8:15,31,155
Thika Road - Muthaiga,1/3/2025 8:30,36,156
Uhuru Highway - Haile Selassie,1/3/2025 8:30,33,181
Waiyaki Way - Westlands,1/3/2025 8:30,26,163
Ngong Road - Adams Arcade,1/3/2025 8:30,27,99
Jogoo Road - City Stadium,1/3/2025 8:30,37,173
Thika Road - Muthaiga,1/3/2025 8:45,47,158
Uhuru Highway - Haile Selassie,1/3/2025 8:45,35,177
Waiyaki Way - Westlands,1/3/2025 8:45,28,150
Ngong Road - Adams Arcade,1/3/2025 8:45,37,145
Jogoo Road - City Stadium,1/3/2025 8:45,26,149
Thika Road - Muthaiga,1/3/2025 9:00,42,144
Uhuru Highway - Haile Selassie,1/3/2025 9:00,16,154
Waiyaki Way - Westlands,1/3/2025 9:00,21,151
Ngong Road - Adams Arcade,1/3/2025 9:00,26,128
Jogoo Road - City Stadium,1/3/2025 9:00,41,145
Thika Road - Muthaiga,1/3/2025 9:15,39,148
Uhuru Highway - Haile Selassie,1/3/2025 9:15,25,185
Waiyaki Way - Westlands,1/3/2025 9:15,30,175
Ngong Road - Adams Arcade,1/3/2025 9:15,19,146
Jogoo Road - City Stadium,1/3/2025 9:15,36,128
Thika Road - Muthaiga,1/3/2025 9:30,30,149
Uhuru Highway - Haile Selassie,1/3/2025 9:30,43,162
Waiyaki Way - Westlands,1/3/2025 9:30,44,142
Ngong Road - Adams Arcade,1/3/2025 9:30,33,122
Jogoo Road - City Stadium,1/3/2025 9:30,34,147
Thika Road - Muthaiga,1/3/2025 9:45,36,135
Uhuru Highway - Haile Selassie,1/3/2025 9:45,26,176
Waiyaki Way - Westlands,1/3/2025 9:45,27,171
Ngong Road - Adams Arcade,1/3/2025 9:45,20,132
Jogoo Road - City Stadium,1/3/2025 9:45,28,113
Thika Road - Muthaiga,1/3/2025 10:00,66,126
Uhuru Highway - Haile Selassie,1/3/2025 10:00,52,109
Waiyaki Way - Westlands,1/3/2025 10:00,54,100
Ngong Road - Adams Arcade,1/3/2025 10:00,53,67
Jogoo Road - City Stadium,1/3/2025 10:00,53,105
Thika Road - Muthaiga,1/3/2025 10:15,60,96
Uhuru Highway - Haile Selassie,1/3/2025 10:15,59,120
Waiyaki Way - Westlands,1/3/2025 10:15,45,94
Ngong Road - Adams Arcade,1/3/2025 10:15,57,86
Jogoo Road - City Stadium,1/3/2025 10:15,36,76
Thika Road - Muthaiga,1/3/2025 10:30,60,92
Uhuru Highway - Haile Selassie,1/3/2025 10:30,56,112
Waiyaki Way - Westlands,1/3/2025 10:30,61,96
Ngong Road - Adams Arcade,1/3/2025 10:30,38,60
Jogoo Road - City Stadium,1/3/2025 10:30,34,93
Thika Road - Muthaiga,1/3/2025 10:45,73,87
Uhuru Highway - Haile Selassie,1/3/2025 10:45,56,110
Waiyaki Way - Westlands,1/3/2025 10:45,45,81
Ngong Road - Adams Arcade,1/3/2025 10:45,42,79
Jogoo Road - City Stadium,1/3/2025 10:45,52,114
Thika Road - Muthaiga,1/3/2025 11:00,61,73
Uhuru Highway - Haile Selassie,1/3/2025 11:00,64,117
Waiyaki Way - Westlands,1/3/2025 11:00,41,123
Ngong Road - Adams Arcade,1/3/2025 11:00,34,72
Jogoo Road - City Stadium,1/3/2025 11:00,51,91
Thika Road - Muthaiga,1/3/2025 11:15,59,104
Uhuru Highway - Haile Selassie,1/3/2025 11:15,56,105
Waiyaki Way - Westlands,1/3/2025 11:15,66,87
Ngong Road - Adams Arcade,1/3/2025 11:15,46,60
Jogoo Road - City Stadium,1/3/2025 11:15,48,125
Thika Road - Muthaiga,1/3/2025 11:30,57,87
Uhuru Highway - Haile Selassie,1/3/2025 11:30,65,107
Waiyaki Way - Westlands,1/3/2025 11:30,62,66
Ngong Road - Adams Arcade,1/3/2025 11:30,42,63
Jogoo Road - City Stadium,1/3/2025 11:30,52,88
Thika Road - Muthaiga,1/3/2025 11:45,63,66
Uhuru Highway - Haile Selassie,1/3/2025 11:45,44,140
Waiyaki Way - Westlands,1/3/2025 11:45,44,102
Ngong Road - Adams Arcade,1/3/2025 11:45,45,91
Jogoo Road - City Stadium,1/3/2025 11:45,51,85
Thika Road - Muthaiga,1/3/2025 12:00,58,117
Uhuru Highway - Haile Selassie,1/3/2025 12:00,44,120
Waiyaki Way - Westlands,1/3/2025 12:00,53,85
Ngong Road - Adams Arcade,1/3/2025 12:00,47,107
Jogoo Road - City Stadium,1/3/2025 12:00,47,90
Thika Road - Muthaiga,1/3/2025 12:15,64,71
Uhuru Highway - Haile Selassie,1/3/2025 12:15,51,123
Waiyaki Way - Westlands,1/3/2025 12:15,52,92
Ngong Road - Adams Arcade,1/3/2025 12:15,44,78
Jogoo Road - City Stadium,1/3/2025 12:15,46,126
Thika Road - Muthaiga,1/3/2025 12:30,54,84
Uhuru Highway - Haile Selassie,1/3/2025 12:30,53,121
Waiyaki Way - Westlands,1/3/2025 12:30,60,90
Ngong Road - Adams Arcade,1/3/2025 12:30,40,106
Jogoo Road - City Stadium,1/3/2025 12:30,56,67
Thika Road - Muthaiga,1/3/2025 12:45,66,79
Uhuru Highway - Haile Selassie,1/3/2025 12:45,62,80
Waiyaki Way - Westlands,1/3/2025 12:45,55,81
Ngong Road - Adams Arcade,1/3/2025 12:45,37,85
Jogoo Road - City Stadium,1/3/2025 12:45,53,88
Thika Road - Muthaiga,1/3/2025 13:00,64,91
Uhuru Highway - Haile Selassie,1/3/2025 13:00,42,139
Waiyaki Way - Westlands,1/3/2025 13:00,50,124
Ngong Road - Adams Arcade,1/3/2025 13:00,34,71
Jogoo Road - City Stadium,1/3/2025 13:00,55,92
Thika Road - Muthaiga,1/3/2025 13:15,72,88
Uhuru Highway - Haile Selassie,1/3/2025 13:15,54,88
Waiyaki Way - Westlands,1/3/2025 13:15,52,81
Ngong Road - Adams Arcade,1/3/2025 13:15,41,98
Jogoo Road - City Stadium,1/3/2025 13:15,49,55
Thika Road - Muthaiga,1/3/2025 13:30,63,96
Uhuru Highway - Haile Selassie,1/3/2025 13:30,46,128
Waiyaki Way - Westlands,1/3/2025 13:30,59,110
Ngong Road - Adams Arcade,1/3/2025 13:30,47,58
Jogoo Road - City Stadium,1/3/2025 13:30,47,87
Thika Road - Muthaiga,1/3/2025 13:45,56,95
Uhuru Highway - Haile Selassie,1/3/2025 13:45,55,99
Waiyaki Way - Westlands,1/3/2025 13:45,41,83
Ngong Road - Adams Arcade,1/3/2025 13:45,35,95
Jogoo Road - City Stadium,1/3/2025 13:45,51,104
Thika Road - Muthaiga,1/3/2025 14:00,54,64
Uhuru Highway - Haile Selassie,1/3/2025 14:00,47,127
Waiyaki Way - Westlands,1/3/2025 14:00,53,93
Ngong Road - Adams Arcade,1/3/2025 14:00,42,96
Jogoo Road - City Stadium,1/3/2025 14:00,59,86
Thika Road - Muthaiga,1/3/2025 14:15,67,116
Uhuru Highway - Haile Selassie,1/3/2025 14:15,48,111
Waiyaki Way - Westlands,1/3/2025 14:15,54,87
Ngong Road - Adams Arcade,1/3/2025 14:15,56,91
Jogoo Road - City Stadium,1/3/2025 14:15,35,104
Thika Road - Muthaiga,1/3/2025 14:30,52,105
Uhuru Highway - Haile Selassie,1/3/2025 14:30,57,104
Waiyaki Way - Westlands,1/3/2025 14:30,74,129
Ngong Road - Adams Arcade,1/3/2025 14:30,43,94
Jogoo Road - City Stadium,1/3/2025 14:30,55,103
Thika Road - Muthaiga,1/3/2025 14:45,74,85
Uhuru Highway - Haile Selassie,1/3/2025 14:45,58,113
Waiyaki Way - Westlands,1/3/2025 14:45,53,109
Ngong Road - Adams Arcade,1/3/2025 14:45,40,97
Jogoo Road - City Stadium,1/3/2025 14:45,39,86
Thika Road - Muthaiga,1/3/2025 15:00,66,96
Uhuru Highway - Haile Selassie,1/3/2025 15:00,68,116
Waiyaki Way - Westlands,1/3/2025 15:00,55,99
Ngong Road - Adams Arcade,1/3/2025 15:00,41,68
Jogoo Road - City Stadium,1/3/2025 15:00,54,105
Thika Road - Muthaiga,1/3/2025 15:15,59,85
Uhuru Highway - Haile Selassie,1/3/2025 15:15,52,87
Waiyaki Way - Westlands,1/3/2025 15:15,54,113
Ngong Road - Adams Arcade,1/3/2025 15:15,45,92
Jogoo Road - City Stadium,1/3/2025 15:15,42,95
Thika Road - Muthaiga,1/3/2025 15:30,63,100
Uhuru Highway - Haile Selassie,1/3/2025 15:30,50,117
Waiyaki Way - Westlands,1/3/2025 15:30,58,67
Ngong Road - Adams Arcade,1/3/2025 15:30,38,77
Jogoo Road - City Stadium,1/3/2025 15:30,44,105
Thika Road - Muthaiga,1/3/2025 15:45,64,105
Uhuru Highway - Haile Selassie,1/3/2025 15:45,44,120
Waiyaki Way - Westlands,1/3/2025 15:45,52,118
Ngong Road - Adams Arcade,1/3/2025 15:45,46,79
Jogoo Road - City Stadium,1/3/2025 15:45,51,68
Thika Road - Muthaiga,1/3/2025 16:00,26,128
Uhuru Highway - Haile Selassie,1/3/2025 16:00,43,153
Waiyaki Way - Westlands,1/3/2025 16:00,43,150
Ngong Road - Adams Arcade,1/3/2025 16:00,14,127
Jogoo Road - City Stadium,1/3/2025 16:00,39,135
Thika Road - Muthaiga,1/3/2025 16:15,33,141
Uhuru Highway - Haile Selassie,1/3/2025 16:15,38,178
Waiyaki Way - Westlands,1/3/2025 16:15,42,176
Ngong Road - Adams Arcade,1/3/2025 16:15,17,130
Jogoo Road - City Stadium,1/3/2025 16:15,32,145
Thika Road - Muthaiga,1/3/2025 16:30,29,129
Uhuru Highway - Haile Selassie,1/3/2025 16:30,33,181
Waiyaki Way - Westlands,1/3/2025 16:30,25,160
Ngong Road - Adams Arcade,1/3/2025 16:30,20,132
Jogoo Road - City Stadium,1/3/2025 16:30,38,165
Thika Road - Muthaiga,1/3/2025 16:45,30,116
Uhuru Highway - Haile Selassie,1/3/2025 16:45,29,153
Waiyaki Way - Westlands,1/3/2025 16:45,19,158
Ngong Road - Adams Arcade,1/3/2025 16:45,20,122
Jogoo Road - City Stadium,1/3/2025 16:45,30,155
Thika Road - Muthaiga,1/3/2025 17:00,38,133
Uhuru Highway - Haile Selassie,1/3/2025 17:00,32,167
Waiyaki Way - Westlands,1/3/2025 17:00,41,185
Ngong Road - Adams Arcade,1/3/2025 17:00,34,116
Jogoo Road - City Stadium,1/3/2025 17:00,20,164
Thika Road - Muthaiga,1/3/2025 17:15,49,156
Uhuru Highway - Haile Selassie,1/3/2025 17:15,27,159
Waiyaki Way - Westlands,1/3/2025 17:15,33,175
Ngong Road - Adams Arcade,1/3/2025 17:15,30,144
Jogoo Road - City Stadium,1/3/2025 17:15,19,157
Thika Road - Muthaiga,1/3/2025 17:30,46,159
Uhuru Highway - Haile Selassie,1/3/2025 17:30,34,172
Waiyaki Way - Westlands,1/3/2025 17:30,35,137
Ngong Road - Adams Arcade,1/3/2025 17:30,27,144
Jogoo Road - City Stadium,1/3/2025 17:30,27,168
Thika Road - Muthaiga,1/3/2025 17:45,29,152
Uhuru Highway - Haile Selassie,1/3/2025 17:45,32,175
Waiyaki Way - Westlands,1/3/2025 17:45,28,163
Ngong Road - Adams Arcade,1/3/2025 17:45,34,134
Jogoo Road - City Stadium,1/3/2025 17:45,17,145
Thika Road - Muthaiga,1/3/2025 18:00,48,170
Uhuru Highway - Haile Selassie,1/3/2025 18:00,39,156
Waiyaki Way - Westlands,1/3/2025 18:00,33,152
Ngong Road - Adams Arcade,1/3/2025 18:00,26,140
Jogoo Road - City Stadium,1/3/2025 18:00,24,140
Thika Road - Muthaiga,1/3/2025 18:15,30,130
Uhuru Highway - Haile Selassie,1/3/2025 18:15,28,174
Waiyaki Way - Westlands,1/3/2025 18:15,43,170
Ngong Road - Adams Arcade,1/3/2025 18:15,30,127
Jogoo Road - City Stadium,1/3/2025 18:15,33,159
Thika Road - Muthaiga,1/3/2025 18:30,43,145
Uhuru Highway - Haile Selassie,1/3/2025 18:30,24,183
Waiyaki Way - Westlands,1/3/2025 18:30,38,173
Ngong Road - Adams Arcade,1/3/2025 18:30,28,124
Jogoo Road - City Stadium,1/3/2025 18:30,28,162
Thika Road - Muthaiga,1/3/2025 18:45,56,160
Uhuru Highway - Haile Selassie,1/3/2025 18:45,23,164
Waiyaki Way - Westlands,1/3/2025 18:45,37,164
Ngong Road - Adams Arcade,1/3/2025 18:45,39,132
Jogoo Road - City Stadium,1/3/2025 18:45,35,131
Thika Road - Muthaiga,1/3/2025 19:00,51,134
Uhuru Highway - Haile Selassie,1/3/2025 19:00,28,205
Waiyaki Way - Westlands,1/3/2025 19:00,38,151
Ngong Road - Adams Arcade,1/3/2025 19:00,27,130
Jogoo Road - City Stadium,1/3/2025 19:00,14,152
Thika Road - Muthaiga,1/3/2025 19:15,31,143
Uhuru Highway - Haile Selassie,1/3/2025 19:15,45,168
Waiyaki Way - Westlands,1/3/2025 19:15,37,141
Ngong Road - Adams Arcade,1/3/2025 19:15,25,131
Jogoo Road - City Stadium,1/3/2025 19:15,32,163
Thika Road - Muthaiga,1/3/2025 19:30,45,152
Uhuru Highway - Haile Selassie,1/3/2025 19:30,29,171
Waiyaki Way - Westlands,1/3/2025 19:30,24,143
Ngong Road - Adams Arcade,1/3/2025 19:30,38,180
Jogoo Road - City Stadium,1/3/2025 19:30,19,131
Thika Road - Muthaiga,1/3/2025 19:45,41,151
Uhuru Highway - Haile Selassie,1/3/2025 19:45,32,184
Waiyaki Way - Westlands,1/3/2025 19:45,33,158
Ngong Road - Adams Arcade,1/3/2025 19:45,10,137
Jogoo Road - City Stadium,1/3/2025 19:45,23,148
Thika Road - Muthaiga,1/3/2025 20:00,80,92
Uhuru Highway - Haile Selassie,1/3/2025 20:00,52,115
Waiyaki Way - Westlands,1/3/2025 20:00,53,113
Ngong Road - Adams Arcade,1/3/2025 20:00,49,91
Jogoo Road - City Stadium,1/3/2025 20:00,38,125
Thika Road - Muthaiga,1/3/2025 20:15,52,97
Uhuru Highway - Haile Selassie,1/3/2025 20:15,47,118
Waiyaki Way - Westlands,1/3/2025 20:15,47,93
Ngong Road - Adams Arcade,1/3/2025 20:15,52,99
Jogoo Road - City Stadium,1/3/2025 20:15,48,76
Thika Road - Muthaiga,1/3/2025 20:30,49,79
Uhuru Highway - Haile Selassie,1/3/2025 20:30,52,106
Waiyaki Way - Westlands,1/3/2025 20:30,53,136
Ngong Road - Adams Arcade,1/3/2025 20:30,40,64
Jogoo Road - City Stadium,1/3/2025 20:30,64,110
Thika Road - Muthaiga,1/3/2025 20:45,44,66
Uhuru Highway - Haile Selassie,1/3/2025 20:45,58,138
Waiyaki Way - Westlands,1/3/2025 20:45,54,86
Ngong Road - Adams Arcade,1/3/2025 20:45,45,45
Jogoo Road - City Stadium,1/3/2025 20:45,55,99
Thika Road - Muthaiga,1/3/2025 21:00,60,74
Uhuru Highway - Haile Selassie,1/3/2025 21:00,57,96
Waiyaki Way - Westlands,1/3/2025 21:00,46,86
Ngong Road - Adams Arcade,1/3/2025 21:00,50,70
Jogoo Road - City Stadium,1/3/2025 21:00,46,107
Thika Road - Muthaiga,1/3/2025 21:15,48,90
Uhuru Highway - Haile Selassie,1/3/2025 21:15,54,105
Waiyaki Way - Westlands,1/3/2025 21:15,41,139
Ngong Road - Adams Arcade,1/3/2025 21:15,52,106
Jogoo Road - City Stadium,1/3/2025 21:15,62,99
Thika Road - Muthaiga,1/3/2025 21:30,63,95
Uhuru Highway - Haile Selassie,1/3/2025 21:30,64,109
Waiyaki Way - Westlands,1/3/2025 21:30,44,116
Ngong Road - Adams Arcade,1/3/2025 21:30,43,65
Jogoo Road - City Stadium,1/3/2025 21:30,47,82
Thika Road - Muthaiga,1/3/2025 21:45,56,108
Uhuru Highway - Haile Selassie,1/3/2025 21:45,55,109
Waiyaki Way - Westlands,1/3/2025 21:45,32,112
Ngong Road - Adams Arcade,1/3/2025 21:45,46,75
Jogoo Road - City Stadium,1/3/2025 21:45,44,113
Thika Road - Muthaiga,1/3/2025 22:00,64,61
Uhuru Highway - Haile Selassie,1/3/2025 22:00,45,100
Waiyaki Way - Westlands,1/3/2025 22:00,48,90
Ngong Road - Adams Arcade,1/3/2025 22:00,27,75
Jogoo Road - City Stadium,1/3/2025 22:00,58,108
Thika Road - Muthaiga,1/3/2025 22:15,50,99
Uhuru Highway - Haile Selassie,1/3/2025 22:15,54,106
Waiyaki Way - Westlands,1/3/2025 22:15,55,108
Ngong Road - Adams Arcade,1/3/2025 22:15,45,73
Jogoo Road - City Stadium,1/3/2025 22:15,59,101
Thika Road - Muthaiga,1/3/2025 22:30,66,100
Uhuru Highway - Haile Selassie,1/3/2025 22:30,66,111
Waiyaki Way - Westlands,1/3/2025 22:30,43,106
Ngong Road - Adams Arcade,1/3/2025 22:30,50,106
Jogoo Road - City Stadium,1/3/2025 22:30,44,88
Thika Road - Muthaiga,1/3/2025 22:45,63,94
Uhuru Highway - Haile Selassie,1/3/2025 22:45,57,112
Waiyaki Way - Westlands,1/3/2025 22:45,58,125
Ngong Road - Adams Arcade,1/3/2025 22:45,52,87
Jogoo Road - City Stadium,1/3/2025 22:45,51,79
Thika Road - Muthaiga,1/3/2025 23:00,58,117
Uhuru Highway - Haile Selassie,1/3/2025 23:00,49,97
Waiyaki Way - Westlands,1/3/2025 23:00,43,83
Ngong Road - Adams Arcade,1/3/2025 23:00,33,79
Jogoo Road - City Stadium,1/3/2025 23:00,55,95
Thika Road - Muthaiga,1/3/2025 23:15,72,76
Uhuru Highway - Haile Selassie,1/3/2025 23:15,63,117
Waiyaki Way - Westlands,1/3/2025 23:15,56,90
Ngong Road - Adams Arcade,1/3/2025 23:15,52,68
Jogoo Road - City Stadium,1/3/2025 23:15,52,97
Thika Road - Muthaiga,1/3/2025 23:30,52,72
Uhuru Highway - Haile Selassie,1/3/2025 23:30,47,118
Waiyaki Way - Westlands,1/3/2025 23:30,39,106
Ngong Road - Adams Arcade,1/3/2025 23:30,35,97
Jogoo Road - City Stadium,1/3/2025 23:30,53,103
Thika Road - Muthaiga,1/3/2025 23:45,64,79
Uhuru Highway - Haile Selassie,1/3/2025 23:45,50,113
Waiyaki Way - Westlands,1/3/2025 23:45,34,84
Ngong Road - Adams Arcade,1/3/2025 23:45,32,90
Jogoo Road - City Stadium,1/3/2025 23:45,45,96
Thika Road - Muthaiga,1/4/2025 0:00,57,100
Uhuru Highway - Haile Selassie,1/4/2025 0:00,60,105
Waiyaki Way - Westlands,1/4/2025 0:00,52,105
Ngong Road - Adams Arcade,1/4/2025 0:00,32,92
Jogoo Road - City Stadium,1/4/2025 0:00,52,106
Thika Road - Muthaiga,1/4/2025 0:15,58,74
Uhuru Highway - Haile Selassie,1/4/2025 0:15,53,109
Waiyaki Way - Westlands,1/4/2025 0:15,61,105
Ngong Road - Adams Arcade,1/4/2025 0:15,34,101
Jogoo Road - City Stadium,1/4/2025 0:15,58,104
Thika Road - Muthaiga,1/4/2025 0:30,68,95
Uhuru Highway - Haile Selassie,1/4/2025 0:30,63,140
Waiyaki Way - Westlands,1/4/2025 0:30,58,103
Ngong Road - Adams Arcade,1/4/2025 0:30,45,87
Jogoo Road - City Stadium,1/4/2025 0:30,60,89
Thika Road - Muthaiga,1/4/2025 0:45,72,77
Uhuru Highway - Haile Selassie,1/4/2025 0:45,43,117
Waiyaki Way - Westlands,1/4/2025 0:45,33,105
Ngong Road - Adams Arcade,1/4/2025 0:45,52,94
Jogoo Road - City Stadium,1/4/2025 0:45,48,86
Thika Road - Muthaiga,1/4/2025 1:00,55,119
Uhuru Highway - Haile Selassie,1/4/2025 1:00,66,94
Waiyaki Way - Westlands,1/4/2025 1:00,50,129
Ngong Road - Adams Arcade,1/4/2025 1:00,55,100
Jogoo Road - City Stadium,1/4/2025 1:00,44,83
Thika Road - Muthaiga,1/4/2025 1:15,73,108
Uhuru Highway - Haile Selassie,1/4/2025 1:15,47,118
Waiyaki Way - Westlands,1/4/2025 1:15,45,129
Ngong Road - Adams Arcade,1/4/2025 1:15,47,79
Jogoo Road - City Stadium,1/4/2025 1:15,54,118
Thika Road - Muthaiga,1/4/2025 1:30,63,96
Uhuru Highway - Haile Selassie,1/4/2025 1:30,59,110
Waiyaki Way - Westlands,1/4/2025 1:30,47,62
Ngong Road - Adams Arcade,1/4/2025 1:30,35,88
Jogoo Road - City Stadium,1/4/2025 1:30,46,100
Thika Road - Muthaiga,1/4/2025 1:45,72,116
Uhuru Highway - Haile Selassie,1/4/2025 1:45,53,103
Waiyaki Way - Westlands,1/4/2025 1:45,46,98
Ngong Road - Adams Arcade,1/4/2025 1:45,38,87
Jogoo Road - City Stadium,1/4/2025 1:45,52,78
Thika Road - Muthaiga,1/4/2025 2:00,53,99
Uhuru Highway - Haile Selassie,1/4/2025 2:00,49,123
Waiyaki Way - Westlands,1/4/2025 2:00,56,103
Ngong Road - Adams Arcade,1/4/2025 2:00,48,84
Jogoo Road - City Stadium,1/4/2025 2:00,46,87
Thika Road - Muthaiga,1/4/2025 2:15,54,86
Uhuru Highway - Haile Selassie,1/4/2025 2:15,42,107
Waiyaki Way - Westlands,1/4/2025 2:15,47,92
Ngong Road - Adams Arcade,1/4/2025 2:15,43,81
Jogoo Road - City Stadium,1/4/2025 2:15,51,94
Thika Road - Muthaiga,1/4/2025 2:30,54,103
Uhuru Highway - Haile Selassie,1/4/2025 2:30,46,91
Waiyaki Way - Westlands,1/4/2025 2:30,47,92
Ngong Road - Adams Arcade,1/4/2025 2:30,34,73
Jogoo Road - City Stadium,1/4/2025 2:30,49,88
Thika Road - Muthaiga,1/4/2025 2:45,55,98
Uhuru Highway - Haile Selassie,1/4/2025 2:45,47,103
Waiyaki Way - Westlands,1/4/2025 2:45,43,99
Ngong Road - Adams Arcade,1/4/2025 2:45,30,93
Jogoo Road - City Stadium,1/4/2025 2:45,50,89
Thika Road - Muthaiga,1/4/2025 3:00,80,92
Uhuru Highway - Haile Selassie,1/4/2025 3:00,46,115
Waiyaki Way - Westlands,1/4/2025 3:00,35,98
Ngong Road - Adams Arcade,1/4/2025 3:00,38,83
Jogoo Road - City Stadium,1/4/2025 3:00,43,108
Thika Road - Muthaiga,1/4/2025 3:15,54,88
Uhuru Highway - Haile Selassie,1/4/2025 3:15,52,136
Waiyaki Way - Westlands,1/4/2025 3:15,56,127
Ngong Road - Adams Arcade,1/4/2025 3:15,47,92
Jogoo Road - City Stadium,1/4/2025 3:15,32,100
Thika Road - Muthaiga,1/4/2025 3:30,66,85
Uhuru Highway - Haile Selassie,1/4/2025 3:30,43,109
Waiyaki Way - Westlands,1/4/2025 3:30,63,99
Ngong Road - Adams Arcade,1/4/2025 3:30,44,103
Jogoo Road - City Stadium,1/4/2025 3:30,45,109
